RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2833,15758171,Tien,582,France,Male,20,4,0,1,1,1,55763.66,0
8765,15618203,Tien,773,Germany,Male,51,8,116197.65,2,1,1,86701.4,0
9420,15798605,Tien,686,Germany,Male,26,1,57422.62,1,1,1,79189.4,0
3069,15587013,Tien,653,France,Female,31,7,102575.04,1,1,1,11043.54,0
3332,15574122,Tien,817,France,Male,34,5,129278.43,1,0,0,165562.84,0
6915,15808849,T'ien,702,France,Male,,7,145536.9,1,0,1,135334.24,0
3107,15800890,T'ien,554,France,Female,45,6,0,2,1,1,181204.5,0
8723,15718667,T'ien,621,France,Male,,7,87619.29,1,1,0,143.34,0
5727,15764343,T'ien,688,Spain,Female,46,8,155681.72,1,1,0,26287.21,0
6443,15719212,T'ien,491,France,Male,,5,83134.3,1,1,0,187946.55,0
1777,15674851,T'ien,622,France,Male,38,5,0,2,0,0,105295.77,0
6477,15701412,T'ien,739,France,Male,40,4,0,2,0,0,173321.65,0
6760,15660878,T'ien,705,France,Male,,1,126076.24,2,1,1,34436.83,0
9838,15809124,T'ien,750,France,Male,38,5,151532.4,1,1,1,46555.15,0
9049,15640855,T'ien,729,Germany,Male,,5,113574.61,2,1,0,103396.08,0
7718,15787196,T'ien,692,Spain,Male,,2,0,2,1,1,105983.09,0
6248,15803633,T'ien,678,France,Female,46,1,0,2,0,0,82106.19,0
3292,15635893,T'ien,693,France,Female,28,8,0,2,1,1,158545.25,0
898,15782390,T'ien,621,France,Female,40,6,0,,1,0,155155.25,0
9942,15676869,T'ien,657,Spain,Male,36,8,0,2,0,1,123866.43,0
6293,15713673,T'ien,494,France,Female,33,1,137853,1,0,1,90273.85,0
7992,15787710,Tikhonov,427,Spain,Female,39,9,0,2,1,0,28368.37,0
3642,15613623,Tilley,640,Spain,Male,62,3,0,1,1,1,101663.47,0
1045,15779059,Timms,670,France,Female,38,4,119624.54,2,1,1,110472.12,0
8678,15757829,Timperley,609,Germany,Female,40,10,137389.77,2,1,0,170122.22,0
4286,15679968,Ting,623,France,Male,40,5,118788.57,1,1,0,192867.4,0
7607,15571571,Ting,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0
6069,15698285,Ting,676,France,Female,41,4,101457.14,1,1,1,79101.67,0
383,15568240,Ting,492,Germany,Female,30,10,77168.87,,0,1,146700.22,0
5570,15701524,Ting,709,France,Male,36,0,0,2,1,0,46811.77,0
3178,15759684,Ting,528,France,Female,27,7,176227.07,2,0,1,139481.53,0
5968,15797919,Ting,773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0
174,15586310,Ting,578,France,Male,30,4,169462.09,,1,0,112187.11,0
4984,15723721,Tinline,543,France,Male,30,4,140916.81,1,1,0,157711.18,0
1784,15693381,Tipton,533,Spain,Male,,1,135289.33,2,0,1,152956.33,0
1104,15780144,Tisdall,512,Germany,Female,32,2,123403.85,2,1,0,80120.19,0
4024,15629187,Titheradge,535,France,Male,38,8,85982.07,1,1,0,9238.35,0
458,15634632,Titus,711,France,Male,38,3,0,,1,0,68487.51,0
6471,15616630,Tobenna,583,Germany,Female,41,5,77647.6,1,1,0,190429.52,0
4473,15683524,Tobenna,660,Germany,Female,,6,166070.48,2,0,0,90494.72,0
7620,15758477,Tobeolisa,547,France,Female,32,2,0,2,1,0,132002.83,0
6464,15637411,Tochukwu,749,France,Male,30,1,0,2,0,1,126551.65,0
8341,15695197,Tochukwu,553,Germany,Female,25,7,128524.19,2,1,0,20682.46,0
3500,15759566,Tochukwu,617,France,Male,74,10,0,2,1,1,53949.98,0
8648,15593241,Tochukwu,444,France,Male,43,3,0,2,1,1,159131.21,0
4180,15668580,Todd,716,Spain,Male,33,2,0,2,1,1,92916.53,0
1790,15773017,Todd,763,Spain,Female,37,6,0,2,1,1,149705.25,0
1629,15810347,Todd,662,Spain,Female,30,9,0,2,0,1,157884.83,0
2087,15578908,Todd,725,Spain,Female,32,0,0,2,1,1,138525.19,0
3328,15659325,Todd,802,Spain,Male,40,5,0,2,1,1,175043.69,0
3572,15790336,Tokareva,664,Germany,Male,36,6,71142.77,2,1,0,122433.09,0
2670,15693947,Tokareva,614,France,Female,,5,97445.49,2,1,0,122823.34,0
2442,15691446,Tokaryev,735,Spain,Male,29,10,0,2,1,1,95025.27,0
5630,15601503,Tokaryev,578,Spain,Male,28,4,0,2,0,0,6947.09,0
3528,15650545,Tomlinson,849,France,Male,69,7,71996.09,1,1,1,139065.94,0
3812,15589428,Tomlinson,756,France,Female,42,9,0,2,1,0,35673.42,0
8999,15692577,Tomlinson,674,Germany,Female,38,10,83727.68,1,1,0,45418.12,0
9261,15649618,Tomlinson,799,Germany,Female,39,7,167395.6,2,0,1,139537.43,0
9337,15594450,Tomlinson,695,France,Male,49,9,159458.53,1,1,0,135841.35,0
6855,15754574,Tomlinson,738,Spain,Male,36,5,0,2,1,1,96881.32,0
4402,15689633,Toomey,845,Spain,Female,38,2,112803.92,1,1,0,179631.85,0
8334,15743709,Toomey,683,France,Male,30,4,66190.33,1,1,1,115186.97,0
3417,15565806,Toosey,532,France,Male,38,9,0,2,0,0,30583.95,0
9629,15596624,Topp,662,France,Female,22,9,0,2,1,1,44377.65,0
9943,15683007,Torode,739,Germany,Female,25,5,113113.12,1,1,0,129181.27,0
3926,15701206,Torreggiani,566,Spain,Male,44,5,0,2,1,0,66462.79,0
8695,15742116,Torres,671,Germany,Female,48,9,116711.06,2,0,0,76373.38,0
4327,15764284,Torres,714,Spain,Male,27,3,0,3,1,1,129130.09,0
8856,15689953,Toscani,697,Spain,Male,43,10,128226.37,1,0,0,188486.94,0
656,15692926,Toscani,498,Germany,Male,25,8,121702.73,,1,1,132210.49,0
2515,15598175,Toscani,592,Germany,Female,26,4,105082.07,2,1,0,132801.57,0
4421,15571261,Toscani,714,Germany,Female,35,6,126077.43,2,1,1,53954.24,0
9850,15776211,Toscani,678,France,Female,34,6,0,2,1,1,124592.84,0
8346,15763898,Toscani,568,Spain,Female,,3,0,2,1,1,29372.62,0
8467,15772383,Toscani,613,France,Male,36,9,131307.11,1,0,0,83343.73,0
7976,15794356,Toscani,641,Germany,Male,42,3,121765.37,2,1,1,166516.84,0
3173,15692819,Toscani,665,Germany,Male,32,1,132178.67,1,0,0,11865.76,0
4936,15804862,Toscani,505,Germany,Male,,6,127146.68,1,0,0,137565.87,0
8273,15705739,Toscani,753,Germany,Male,32,5,159904.79,1,1,0,148811.14,0
3098,15708228,Toscani,476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0
7287,15751167,Toscano,680,France,Female,43,4,0,2,1,1,58761.33,0
6620,15586517,Toscano,647,France,Male,32,5,97041.16,1,1,1,23132.73,0
702,15659098,Toscano,669,France,Male,30,7,95128.86,,0,0,19799.26,0
8103,15758252,Toscano,561,Germany,Female,45,2,168085.38,2,0,1,115719.08,0
9486,15656319,Toscano,850,Spain,Male,37,4,88141.1,1,1,0,109659.12,0
8730,15656592,Toscano,646,Germany,Male,48,8,169023.33,2,1,1,175657.55,0
4650,15785815,Toscano,670,Germany,Male,31,1,142631.54,2,1,1,175894.24,0
9305,15783589,Toscano,616,France,Male,40,9,0,2,0,0,93717.55,0
5764,15700965,Toscano,724,France,Female,32,6,0,2,1,1,150026.79,0
9281,15614847,Townsend,674,France,Female,45,6,72494.69,1,0,1,140041.78,0
1720,15746970,Townsend,760,Spain,Female,,1,0,2,1,1,25101.17,0
5556,15572398,Townsend,614,Spain,Female,39,6,0,2,1,1,164018.98,0
3652,15628999,Townsend,732,France,Male,79,10,61811.23,1,1,1,104222.8,0
1955,15600734,Townsend,624,Spain,Male,51,5,174397.21,2,1,1,172372.63,0
3363,15652192,Traeger,759,France,Female,33,9,160541.36,2,0,0,93541.14,0
8654,15650454,Tran,641,France,Male,57,5,0,2,1,1,122449.18,0
7201,15593959,Travis,524,France,Male,28,1,93577.3,1,1,1,51670.82,0
163,15630910,Treacy,800,France,Female,49,7,108007.36,,0,0,47125.11,0
8422,15658258,Trejo,693,France,Male,43,6,128760.32,1,1,0,36342.79,0
832,15726234,Trentini,708,Spain,Female,41,5,0,,0,1,157003.99,0
5476,15748608,Trentini,612,Germany,Male,42,5,141927.1,1,1,1,43018.98,0
8733,15711386,Trentini,724,France,Female,29,6,0,2,0,1,64729.51,0
2830,15759913,Trentini,553,Germany,Male,43,6,85200.82,2,1,1,160574.09,0
4848,15624596,Trentini,534,France,Female,23,5,104822.45,1,0,1,160176.47,0
4926,15790282,Trentino,817,Germany,Male,58,3,114327.59,2,1,1,42831.11,0
9955,15739850,Trentino,645,France,Male,,6,155417.61,1,0,1,3449.22,0
8767,15638159,Trentino,649,Spain,Female,36,6,86607.39,1,0,0,19825.09,0
2476,15661219,Trentino,627,France,Male,32,10,0,2,1,0,103287.62,0
9660,15751926,Trentino,821,Germany,Male,42,3,87807.29,2,1,1,64613.81,0
6943,15617206,Trentino,431,Germany,Male,42,8,120822.86,2,1,0,126153.24,0
4424,15739857,Trentino,785,France,Female,40,3,0,2,1,1,96832.82,0
4491,15792646,Trentino,647,Spain,Female,64,1,91216,1,1,1,41800.18,0
2243,15714397,Trentino,621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0
1200,15769169,Trentino,645,France,Male,41,7,0,1,0,1,28667.56,0
8998,15631063,Trentino,710,France,Female,33,2,0,2,1,0,72945.32,0
1260,15701265,Tretiakov,559,Germany,Female,36,1,104356.94,2,0,1,54184.06,0
9812,15772421,Tretiakov,645,Germany,Female,31,1,128927.93,1,1,1,2850.01,0
9730,15615330,Tretiakova,651,France,Male,23,10,0,2,1,1,170099.23,0
1959,15737506,Tretiakova,645,France,Male,42,6,0,1,0,0,149807.01,0
8978,15626628,Tretiakova,631,Spain,Female,31,2,88161.85,2,1,0,127630.88,0
9403,15674156,Tretiakova,810,Germany,Male,69,3,27288.43,1,1,1,110509.9,0
3431,15780925,Tretyakova,625,France,Male,37,1,177069.24,2,1,1,96088.54,0
2104,15630241,Tretyakova,594,France,Male,61,3,62391.22,1,1,1,192434.11,0
9350,15749093,Tretyakova,801,France,Male,43,4,158713.08,2,0,0,98586.14,0
1950,15681562,Trevisan,516,France,Female,43,2,112773.73,2,1,1,139366.58,0
6770,15625929,Trevisan,762,France,Female,44,7,159316.64,1,0,0,24780.13,0
7188,15662152,Trevisan,552,France,Female,38,9,134105.01,1,0,0,57850.1,0
2362,15635776,Trevisani,686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0
3515,15757911,Trevisani,643,Spain,Female,32,2,0,1,0,0,131301.74,0
5903,15586504,Trevisani,694,France,Male,40,9,0,2,1,0,40463.03,0
2599,15765812,Trevisani,587,Spain,Male,48,1,0,2,1,1,8908,0
5502,15796496,Trevisani,631,France,Female,31,8,137687.72,1,1,0,190067.12,0
6983,15685096,Trevisani,753,France,Female,50,4,0,2,1,1,861.4,0
798,15766908,Trevisani,488,Germany,Male,32,3,114540.38,,1,0,92568.07,0
7648,15674583,Trevisani,768,France,Male,25,0,78396.08,1,1,1,8316.19,0
8832,15645593,Trevisani,599,France,Female,41,2,91328.71,1,1,0,115724.78,0
1536,15614818,Trevisani,764,Spain,Female,33,9,168964.77,1,0,1,118982.51,0
6798,15811978,Trevisani,693,Germany,Male,46,2,104763.41,1,1,1,62368.33,0
52,15768193,Trevisani,585,Germany,Male,36,5,146050.97,,0,0,86424.57,0
685,15747867,Trevisani,583,France,Male,24,9,135125.28,,0,0,89801.9,0
8431,15775949,Trevisani,612,France,Female,38,7,110615.47,1,1,1,193502.93,0
9712,15646366,Trevisani,521,Germany,Male,41,8,120586.54,1,0,1,20491.15,0
1237,15774155,Trevisani,662,Germany,Male,33,0,103471.52,1,1,1,162703,0
7514,15632275,Trevisano,718,France,Male,29,2,0,1,1,0,126336.72,0
7168,15732884,Trevisano,676,France,Male,29,7,131959.86,1,0,0,189268.81,0
2793,15742820,Trevisano,535,France,Female,45,2,0,2,0,1,170621.55,0
9095,15574169,Trevisano,595,Germany,Female,32,0,92466.21,1,1,0,4721.3,0
6382,15714046,Trevisano,720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0
3516,15665340,Trevisano,584,Spain,Female,37,8,0,2,0,1,100835.19,0
1813,15595221,Trevisano,850,Germany,Female,33,7,134678.13,1,1,0,113177.95,0
5423,15729117,Trevisano,607,France,Female,,1,102523.88,1,1,1,166792.71,0
5422,15757661,Trevisano,589,France,Female,39,7,0,2,0,0,95985.64,0
1434,15585282,Trevisano,755,France,Male,62,1,127706.33,2,0,1,142377.69,0
211,15752047,Trevisano,689,Germany,Male,33,2,161814.64,,1,0,169381.9,0
6445,15731412,Trevisano,693,Germany,Female,,6,95900.04,1,1,1,38196.24,0
5962,15762993,Trevisano,796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0
5264,15745030,Trevisano,809,Germany,Male,41,1,79706.25,2,1,0,165675.01,0
6637,15792679,Troupe,575,France,Male,24,2,0,2,1,1,119927.81,0
2472,15595537,Trout,626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0
6204,15790763,Trujillo,599,Spain,Female,49,2,0,2,1,0,111190.53,0
9806,15704597,Trumbull,644,France,Male,,7,174571.36,1,0,1,43943.09,0
8625,15773639,Truscott,745,Germany,Male,35,4,98270.34,1,1,0,133617.43,0
2860,15773503,Tsai,551,Spain,Male,32,4,0,2,1,0,53420.53,0
190,15587421,Tsai,687,Germany,Female,34,7,111388.18,,1,0,148564.76,0
5046,15744691,Tsai,755,France,Female,29,3,0,3,1,0,4733.94,0
4567,15580682,Tsai,652,France,Female,40,4,79927.36,2,1,1,33524.6,0
8788,15572356,Tsai,689,Spain,Male,73,1,108555.07,1,0,1,167969.15,0
6811,15642996,Tsai,546,Germany,Female,42,9,86351.85,2,1,0,57380.13,0
926,15636731,Ts'ai,714,Germany,Female,36,1,101609.01,,1,1,447.73,0
8972,15583849,Ts'ai,408,France,Male,40,3,0,2,0,0,124874.23,0
322,15678910,Ts'ai,680,France,Female,30,8,141441.75,,1,1,16278.97,0
4395,15669175,Ts'ai,479,Germany,Male,,6,107637.97,2,0,1,169505.83,0
2592,15790846,Ts'ai,634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0
1525,15653595,Ts'ai,796,France,Male,51,6,0,2,0,1,194733.28,0
1999,15779497,Ts'ai,603,France,Male,43,5,127823.93,1,1,1,19483.35,0
728,15767432,Ts'ai,711,France,Female,25,7,0,,1,1,9679.28,0
9591,15594786,Ts'ai,772,Germany,Male,34,7,111565.91,1,1,1,121073.23,0
9494,15617657,Ts'ai,664,France,Female,36,0,103502.22,1,1,1,146191.82,0
2667,15576723,Ts'ai,740,France,Female,37,7,0,2,1,1,194270.91,0
629,15589030,Ts'ai,649,France,Male,47,1,0,,1,1,145593.85,0
2390,15711825,Ts'ai,655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0
1305,15749004,Tsao,718,France,Female,31,0,118100.59,2,1,0,103165.15,0
57,15630053,Tsao,656,France,Male,45,5,127864.4,,1,0,87107.57,0
296,15723654,Tsao,773,France,Male,25,2,135903.33,,1,0,73656.38,0
634,15724282,Tsao,540,Germany,Male,44,3,164113.04,,1,1,12120.79,0
5006,15741032,Tsao,733,France,Male,48,5,0,1,0,1,117830.57,0
8614,15577018,Tsao,684,Germany,Female,26,2,114035.39,1,0,0,96885.19,0
9876,15747130,Tsao,521,France,Male,39,7,0,2,0,1,653.58,0
1361,15694409,Tsao,647,Germany,Female,22,3,97975.82,2,0,1,62083,0
3968,15786643,Tsao,602,France,Male,32,10,0,2,1,1,116052.92,0
337,15740476,Tsao,659,Germany,Female,32,3,150923.74,,0,1,174652.51,0
242,15651001,Tsao,725,Germany,Female,39,5,116803.8,,1,0,124052.97,0
6070,15810775,Tsao,576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0
3061,15599533,Tsao,569,France,Female,43,7,0,2,1,1,77703.19,0
6748,15766172,Tsao,541,France,Male,34,3,128743.55,1,1,0,134851.12,0
981,15624729,Tsao,594,France,Male,27,0,197041.8,,0,0,151912.49,0
3909,15599004,Tsao,655,Spain,Male,37,1,0,1,1,1,106040.97,0
9506,15571281,Ts'ao,651,France,Male,28,10,79562.98,1,1,1,74687.37,0
9153,15611315,Ts'ao,708,Germany,Female,23,4,71433.08,1,1,0,103697.57,0
8635,15656141,Ts'ao,741,France,Male,,5,0,1,0,1,40207.06,0
5437,15811200,Ts'ao,831,France,Female,34,2,0,2,0,0,165840.94,0
9696,15658675,Ts'ao,710,Germany,Male,37,6,135795.63,1,0,1,46523.6,0
5142,15662500,Ts'ao,774,Spain,Male,32,9,0,2,1,0,10604.48,0
9741,15572021,Ts'ao,798,Germany,Female,29,8,80204.11,2,1,0,70223.22,0
7752,15588535,Ts'ao,750,Spain,Female,39,6,0,2,0,0,19264.33,0
571,15728505,Ts'ao,601,France,Male,44,1,100486.18,,1,1,62678.53,0
1746,15772995,Ts'ao,529,France,Male,30,2,116295.29,1,1,0,75285.47,0
4386,15605375,Tseng,651,France,Male,35,2,86911.8,1,1,0,174094.24,0
9106,15685476,Tseng,658,France,Male,31,5,100082.14,1,0,1,49809.88,0
2594,15755223,Tseng,692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0
2376,15764618,Tseng,815,Spain,Female,39,6,0,1,1,1,85167.88,0
2745,15667046,Tseng,694,Spain,Male,38,7,121527.4,1,1,0,113481.02,0
5023,15711130,Tseng,734,France,Male,,2,0,2,1,0,99593.28,0
9650,15788025,Tseng,715,France,Female,38,0,0,2,1,1,332.81,0
6457,15755978,Tseng,606,France,Male,31,10,0,2,1,0,195209.4,0
6458,15722090,Tseng,615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0
5591,15681439,Tsou,775,Germany,Male,25,10,60205.2,2,1,0,14073.11,0
4493,15773260,Tsou,590,France,Female,,0,127763.24,1,1,0,100717.54,0
5071,15794468,Tsou,641,France,Female,42,6,0,2,0,0,121138.77,0
2392,15570004,Tsou,850,France,Male,31,3,0,2,1,0,121866.87,0
4667,15691875,Tsou,850,Germany,Female,39,5,114491.82,1,1,0,99689.48,0
6481,15693704,Tsou,679,France,Female,24,6,114948.76,2,0,1,135768.25,0
5016,15756196,Tsou,682,France,Male,50,6,121818.84,2,0,1,124151.37,0
5170,15775430,Tsou,651,Germany,Male,,7,138008.06,2,1,0,129912.74,0
7722,15677955,Tsui,757,Germany,Male,33,1,122088.67,1,1,0,42581.09,0
9775,15739692,Tsui,679,France,Male,,1,0,2,0,0,71823.15,0
9197,15771535,Tsui,794,Spain,Female,37,9,0,2,1,0,68008.85,0
7923,15642099,Tsui,679,Spain,Male,39,6,0,2,1,0,12266.06,0
4086,15627251,Tsui,520,France,Male,34,4,134007.9,1,1,1,193209.11,0
9096,15718839,Tsui,850,Germany,Female,38,2,102741.15,2,0,1,23974.85,0
5280,15731330,Tsui,652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0
9319,15611786,Tsui,668,Spain,Female,69,9,0,1,0,1,134483.07,0
6549,15627848,Tsui,683,France,Male,38,7,109346.13,2,1,0,102665.92,0
4359,15759751,Tsui,483,France,Male,48,1,0,2,1,1,110059.38,0
958,15731522,Ts'ui,771,Spain,Female,67,8,0,,1,1,51219.8,0
5157,15675256,Ts'ui,555,Spain,Male,33,5,127343.4,1,0,1,121789.3,0
5255,15746664,Ts'ui,463,Spain,Male,20,8,204223.03,1,1,0,128268.39,0
4765,15657637,Ts'ui,696,Spain,Female,36,3,0,3,1,0,65039.9,0
3530,15710853,Ts'ui,623,France,Female,24,5,0,2,1,0,116160.04,0
7958,15582149,Ts'ui,850,Germany,Female,34,3,129668.43,2,1,1,88743.99,0
2101,15804814,Ts'ui,759,France,Male,40,4,0,2,1,0,124615.59,0
2443,15772632,Ts'ui,680,France,Female,34,1,0,2,1,0,167035.07,0
4363,15618695,Ts'ui,571,Spain,Female,22,3,108117.1,1,0,1,53328.7,0
9632,15566139,Ts'ui,526,France,Female,37,5,53573.18,1,1,0,62830.97,0
7379,15641715,Ts'ui,599,France,Male,34,8,0,2,1,1,174196.68,0
9959,15657771,Ts'ui,537,France,Male,37,6,0,1,1,1,17802.42,0
759,15647099,Ts'ui,633,France,Female,37,9,156091.97,,1,0,72008.61,0
2949,15694395,Ts'ui,620,France,Female,29,1,138740.24,2,0,0,154700.61,0
9513,15618155,Ts'ui,663,France,Male,45,5,83195.12,1,1,1,48682.1,0
7891,15665783,Ts'ui,565,France,Male,49,7,0,2,1,1,89609.26,0
7721,15700693,Tu,693,France,Male,68,2,0,2,1,1,59864.96,0
9670,15597739,Tu,674,France,Male,37,3,0,1,1,0,158049.9,0
9133,15737194,Tu,635,France,Female,33,5,0,2,1,0,122949.71,0
9827,15686917,Tu,789,Spain,Female,40,4,0,2,1,0,137402.27,0
8712,15673995,Tu,516,Spain,Female,65,9,102541.1,1,1,0,181490.42,0
4702,15629787,Tu,652,France,Male,27,10,107303.72,2,0,0,44435.76,0
9516,15792922,Tu,639,Spain,Male,,9,130233.14,1,1,1,81861.1,0
1604,15593470,Tu,576,Germany,Female,36,8,166287.85,1,1,1,23305.85,0
6415,15642912,Tu,618,France,Female,21,2,125682.79,1,0,0,57762,0
5551,15777784,Tu,733,France,Female,44,6,168165.84,1,0,1,197193.49,0
9400,15744695,Tu,694,France,Male,,5,77652.4,1,1,1,25407.59,0
7391,15764922,Tu,596,Spain,Male,20,3,187294.46,1,1,0,103456.47,0
6463,15682211,Tu,467,France,Male,57,1,0,2,1,1,114448.77,0
4246,15569446,Tu,732,France,Female,34,8,122338.43,2,1,0,187985.85,0
9224,15623489,Tu,543,France,Female,67,0,128843.67,1,1,1,134612.48,0
2176,15769254,Tuan,757,Germany,Female,34,9,101861.36,2,0,0,187011.96,0
1431,15703143,Tuan,820,France,Female,29,3,82344.84,1,0,1,115985.38,0
8475,15698816,Tuan,721,Spain,Female,33,4,72535.45,1,1,1,103931.49,0
6346,15632345,Tuan,754,France,Female,35,4,0,2,1,0,44830.71,0
2964,15718071,Tuan,655,France,Female,51,3,0,2,0,1,15801.02,0
3064,15578738,Tuan,609,France,Male,32,7,71872.19,1,1,1,151924.9,0
1378,15808228,Tuan,768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0
7281,15611973,Tuan,804,France,Male,55,7,0,2,1,1,118752.6,0
3367,15684010,Tuan,640,Germany,Female,74,2,116800.25,1,1,1,34130.43,0
7726,15631756,Tuan,482,France,Female,35,5,147813.05,2,0,0,109029.72,0
6964,15595447,Tuan,613,Spain,Male,39,8,118201.41,1,1,0,23315.59,0
5739,15654074,Tuan,653,France,Male,38,8,119315.75,1,1,0,150468.35,0
6148,15690526,Tuan,690,Germany,Male,31,2,137260.45,2,1,0,55387.28,0
4098,15663386,Tuan,597,Spain,Female,26,7,0,2,1,0,110253.2,0
2849,15713608,Tuan,850,France,Female,41,5,0,2,1,1,34827.43,0
2593,15658956,Tuan,505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0
7190,15701885,Tucker,647,France,Female,40,9,0,2,0,1,92357.21,0
8189,15623314,Tucker,506,Germany,Female,59,3,190353.08,1,1,0,78365.75,0
5426,15595153,Tucker,644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0
4619,15633516,Tucker,526,France,Male,42,1,0,1,0,1,168486.02,0
9644,15709354,Tudawali,521,France,Female,41,2,0,2,1,1,113089.43,0
6731,15628697,Tung,631,Spain,Male,46,9,160736.63,1,0,1,93503.02,0
6065,15680399,Tung,772,France,Male,23,2,0,2,1,0,18364.19,0
9713,15701768,Tung,637,France,Male,32,3,0,2,1,1,197827.06,0
4519,15642991,Tung,850,Spain,Female,29,7,0,2,1,0,23237.25,0
8314,15750121,Tung,639,France,Male,38,3,0,1,1,0,42862.82,0
4907,15571244,Tung,809,Spain,Female,33,3,0,2,0,1,141426.78,0
401,15690452,Tung,605,France,Male,52,1,63349.75,,1,0,108887.44,0
8343,15773876,Tung,655,France,Female,34,3,0,2,1,0,159638.77,0
6487,15592761,Tung,710,France,Male,40,5,0,2,0,0,162878.96,0
6599,15677141,Turnbull,586,Spain,Male,29,2,132450.24,1,1,1,36176.63,0
7849,15643908,Turnbull,433,France,Female,49,10,0,1,1,1,87711.61,0
448,15644572,Turnbull,501,France,Male,40,4,125832.2,,1,1,100433.83,0
9668,15696054,Tychonoff,596,France,Male,37,2,0,1,0,1,121175.86,0
5156,15656426,Tyler,713,France,Female,42,3,0,2,0,0,82565.01,0
46,15754849,Tyler,776,Germany,Female,32,4,109421.13,,1,1,126517.46,0
3085,15724402,Tyler,770,France,Female,30,8,0,2,1,0,100557.03,0
6880,15772618,Tyler,665,France,Male,25,7,90920.75,1,0,1,112256.57,0
1859,15780746,Tyndall,705,France,Male,61,4,0,2,1,1,191313.7,0
9836,15616172,Ubanwa,838,France,Male,31,2,0,2,1,0,8222.96,0
9919,15574480,Ubanwa,652,Spain,Male,31,1,132862.59,1,0,0,158054.49,0
1276,15683195,Ubanwa,719,France,Male,32,9,146605.27,1,1,1,77119.45,0
452,15785798,Uchechukwu,850,France,Male,40,9,0,,0,1,119232.33,0
8646,15669282,Uchechukwu,636,France,Female,20,10,124266.86,1,0,0,100566.81,0
7043,15617348,Uchechukwu,544,France,Male,44,1,0,2,0,0,69244.24,0
597,15697183,Uchenna,685,Spain,Male,43,9,0,,1,0,107811.28,0
4736,15650086,Uchenna,725,France,Male,43,2,165896,2,1,0,130795.52,0
3100,15708196,Uchenna,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0
4429,15742028,Udegbulam,602,France,Female,,5,0,2,1,0,31050.02,0
5096,15742442,Udegbulam,705,Spain,Female,46,5,89364.91,1,0,1,139162.15,0
4373,15730137,Udegbulam,628,France,Male,31,0,88421.81,1,0,0,72350.47,0
2809,15615991,Udegbulam,654,France,Male,42,7,99263.09,1,1,1,67607.9,0
2586,15612030,Udegbulam,724,France,Male,28,9,0,2,1,1,100240.2,0
5162,15772250,Udegbunam,842,Spain,Male,46,9,0,1,0,0,17268.02,0
8818,15570485,Udegbunam,558,Spain,Male,40,4,161766.87,1,0,0,92378.54,0
9686,15644280,Udegbunam,593,France,Male,45,4,138825.19,1,0,0,10828.78,0
7714,15786215,Udinese,793,France,Male,56,8,119496.25,2,1,0,29880.99,0
4082,15762821,Udinese,721,Spain,Male,33,5,0,2,0,1,117626.9,0
9847,15596405,Udinese,546,Spain,Male,25,7,127728.24,2,1,1,105279.74,0
2564,15645463,Udinese,843,France,Female,27,5,0,2,1,1,67494.23,0
4434,15724099,Udinese,674,France,Male,26,6,166257.96,1,1,1,149369.41,0
9545,15728043,Udinese,648,Germany,Female,37,7,138503.51,2,1,0,57215.85,0
3843,15717185,Udinese,711,France,Male,28,8,0,2,1,1,64286.39,0
9811,15705994,Udinese,712,Spain,Male,27,10,0,1,1,0,94544.88,0
4161,15722350,Udinesi,627,Germany,Female,37,7,147361.57,1,1,1,133031.96,0
2613,15588446,Udinesi,550,Spain,Male,34,3,0,2,0,0,131281.28,0
8703,15690589,Udinesi,541,France,Male,37,9,212314.03,1,0,1,148814.54,0
6395,15602845,Udinesi,466,Germany,Male,41,2,152102.18,2,1,0,181879.56,0
7279,15591360,Udinesi,642,France,Female,33,4,84607.34,2,0,1,60059.47,0
1665,15791991,Udinesi,773,France,Male,52,4,0,1,0,1,144113.42,0
2015,15679024,Udinesi,553,France,Male,32,3,116324.53,1,1,0,77304.49,0
3644,15698791,Udinesi,679,France,Male,45,3,146758.24,1,1,0,48466.89,0
504,15730059,Udobata,638,Spain,Male,44,9,77637.35,,1,1,111346.22,0
1084,15692583,Udobata,678,France,Female,32,5,0,2,1,0,90284.47,0
